date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:45:09	75749/75749	---M--	200	added ('OK')	image/jpeg	etag:%22127e5-54a25677c5480%22	https://certy.px-lab.com/html/demo4/assets/images/uploads/portfolio/prj-03.jpg	E:/rohith/projects/website%20resume/certy.px-lab.com/html/demo4/assets/images/uploads/portfolio/prj-03.jpg	(from https://certy.px-lab.com/html/demo4/portfolio.php)
18:45:09	691440/691440	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2004%20Jan%202019%2013:15:02%20GMT	https://certy.px-lab.com/html/demo4/assets/fonts/icomoon/fonts/icomoon.svg?8dntj0	E:/rohith/projects/website%20resume/certy.px-lab.com/html/demo4/assets/fonts/icomoon/fonts/icomoond3a2.svg	(from https://certy.px-lab.com/html/demo4/assets/fonts/icomoon/style.css)
18:45:10	163495/163495	---M--	200	added ('OK')	image/jpeg	etag:%2227ea7-54a25677c5480%22	https://certy.px-lab.com/html/demo4/assets/images/uploads/portfolio/prj-05.jpg	E:/rohith/projects/website%20resume/certy.px-lab.com/html/demo4/assets/images/uploads/portfolio/prj-05.jpg	(from https://certy.px-lab.com/html/demo4/portfolio.php)
18:45:10	224655/224655	---M--	200	added ('OK')	image/jpeg	etag:%2236d8f-54a25677c5480%22	https://certy.px-lab.com/html/demo4/assets/images/uploads/portfolio/prj-02.jpg	E:/rohith/projects/website%20resume/certy.px-lab.com/html/demo4/assets/images/uploads/portfolio/prj-02.jpg	(from https://certy.px-lab.com/html/demo4/portfolio.php)
18:45:10	101237/101237	---M--	200	added ('OK')	image/jpeg	etag:%2218b75-54a25677c5480%22	https://certy.px-lab.com/html/demo4/assets/images/uploads/portfolio/prj-04.jpg	E:/rohith/projects/website%20resume/certy.px-lab.com/html/demo4/assets/images/uploads/portfolio/prj-04.jpg	(from https://certy.px-lab.com/html/demo4/portfolio.php)
18:45:12	20242/20242	---MC-	404	error ('Not%20Found')	text/html	date:Fri,%2004%20Jan%202019%2013:15:11%20GMT	https://certy.px-lab.com/html/demo4/assets/images/uploads/site/img-838x342.png	E:/rohith/projects/website%20resume/certy.px-lab.com/html/demo4/assets/images/uploads/site/img-838x342.png	(from https://certy.px-lab.com/html/demo4/components.php)
18:45:12	191829/191829	---M--	200	added ('OK')	image/jpeg	etag:%222ed55-54a25677c5480%22	https://certy.px-lab.com/html/demo4/assets/images/uploads/portfolio/prj-06.jpg	E:/rohith/projects/website%20resume/certy.px-lab.com/html/demo4/assets/images/uploads/portfolio/prj-06.jpg	(from https://certy.px-lab.com/html/demo4/portfolio.php)
18:45:15	330731/330731	---M--	200	added ('OK')	image/png	etag:%2250beb-54a25677c5480%22	https://certy.px-lab.com/html/demo4/assets/images/uploads/blog/slider-img.png	E:/rohith/projects/website%20resume/certy.px-lab.com/html/demo4/assets/images/uploads/blog/slider-img.png	(from https://certy.px-lab.com/html/demo4/category.php)
18:45:15	269831/269831	---M--	200	added ('OK')	image/jpeg	etag:%2241e07-54a25677c5480%22	https://certy.px-lab.com/html/demo4/assets/images/uploads/blog/post-image.jpg	E:/rohith/projects/website%20resume/certy.px-lab.com/html/demo4/assets/images/uploads/blog/post-image.jpg	(from https://certy.px-lab.com/html/demo4/category.php)
18:45:15	437040/437040	---M--	200	added ('OK')	image/png	etag:%226ab30-54a25677c5480%22	https://certy.px-lab.com/html/demo4/assets/images/uploads/blog/video-img.png	E:/rohith/projects/website%20resume/certy.px-lab.com/html/demo4/assets/images/uploads/blog/video-img.png	(from https://certy.px-lab.com/html/demo4/category.php)
